id,date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14
2324162,2021-09-21,Yeni tikili,16 / 18,100 m²,3,yoxdur,126 000AZN,vasitəçi (agent),"Tecili !!!
Menzil esyalarla birge satilir !
Bineqedi rayonu,Mir Celal kuc,9mk,Terlan restoranin arxa terefi,18mertebeli binanin 16ci mertebesinde,,umumi 100kvm olan 2-den 3otaga duzelmis menzil satilir,,kupca yoxdur,qaz,su isiq daimidir..
Sirket xidmet haqqi 1%",64,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,
2354937,2021-09-21,Yeni tikili,15 / 15,320 m²,6,var,550 000AZN,vasitəçi (agent),"Təcili Satılır..28 May metrosunun yaxınlığında Mirəli Qaşqay küçəsində yerləşən müasir dövrün etalonu sayılan Afkom plazada 15 mərtəbənin 15ci mərtəbəsində ümumi sahəsi 320 kv m olan 6 otaqlı penthose mənzil satılır..Mənzil kupçalı,ƏLA TƏMİRLİdir..Geniş dəniz mənzərəli,mərmərlə döşənmiş terrası var.Bina daima 24 saat mühafizə olunur..",519,"Zabitlər parkı 
"," Sirk 
"," Azərbaycan Dillər Universiteti 
"," Rusiya səfirliyi 
"," Nəsimi r.
"
2336601,2021-09-21,Yeni tikili,5 / 18,146 m²,4,var,350 000AZN,vasitəçi (agent),"Nerimanov rayonu heyder eliyev merkezinin yani 18/5 mertebesi 3-den 4-de artirma super temirli menzil satilir. Menzil metbext studiyadir. 2 sanuzel var. Merkeze panaramasi var. Binada damafon iki lift ve heyetinde 24/saat muhafize xidmeti movcuddur.
Menzil esyasiz satilir.
Kupca var.
Real musteri endirim danismaq olar
Qiymet 350.000 azn.",22,"Təhsil Nazirliyi 
"," Nərimanov r.
",,,
2283554,2021-09-21,Yeni tikili,15 / 17,65 m²,2,var,139 000AZN,vasitəçi (agent),"Şərq bazarın və Təhsil Nazirliyin yanı Armoni Residence 1dən 2ə düzəlmə 65kv qaz var sənəd müqavilə (alqı satqıdan sonra kupça almaq olar binada var) təmirdən yeni çıxıb 15ci mərtəbə əşyaları ilə birlikdə satılır.

Qiymət 139.000 azn",19,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,
2352945,2021-09-21,Yeni tikili,3 / 7,77 m²,2,var,140 000AZN,vasitəçi (agent),"Mənzil 4-cü mikrorayon ərazisində 20 yanvar küçəsindəki ( Qızıl Tac şadlıq evinin yaxınlığı) aqlay örtüklü, 7 mərtəbəli yeni tikilinin 3-cü mərtəbəsində yerləşir. Mənzil hall,1 qonaq otağı, 1 yataq otağı, mətbəx, 1 sanitar qovşaq, kiçik anbar otağından ( кладовка) və 3 ədəd eyvandan ( biri qapalı eyvan olmaqla) ibarətdir. Çıxarışı vardır. İstilik sistemi kombidir. 3 eyvanı olduğu üçün mənzil çox işıqlı və yelçəkəndir.
Həyətdə parkinq üçün yer mövcuddur. Eyni zamanda həyət istirahət və gəzinti üçün də yararlıdır. Memar Əcəmi metro stansiyası 5 dəqiqəlik yerimə məsafəsində yerləşir. Yaxınlıqda bir çox market və aptek mövcuddur. ofisin xidmet haqqi 1%",30,"Memar Əcəmi m.
"," Nəsimi r.
",,,
1535267,2021-09-21,Yeni tikili,15 / 17,92 m²,3,yoxdur,182 000AZN,vasitəçi (agent),"✔""Khatai Light"",Yeni bina
✔2 otaqdan 3 otağa düzəlmə,mətbəxt studio
✔Qaz,su,işıq daimdir
✔Bina yüksək səviyyədə tikilib,təmir əla,parket,mətbəxt mebeli,sanuzel,pərdə lüstur tam hazır,gir yaşa mənzil.
✔Mənzil təmirdən yeni çıxıb,yaşayış olmayıb
✔Kupça ilin sonuna kimi veriləcək
✔Xətai metrosuna 5 dəq məsafə,FHN-i ilə üzbəüz.

✔Ofis xidmət haqqı 1%",285,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,
2317276,2021-09-21,Yeni tikili,3 / 18,100 m²,3,var,128 000AZN,vasitəçi (agent),"Nərimanov rayonu Tehsil Nazirliyinin yanında ,Heyder Eliyev Parkının yaxınlığında 17/3 cü mərtəbəsində 3 otaqlı Pod Mayak Mənzil Satılır.Yanında,Mekteb,Bağça,Marketler,Bazar,Avtoyumalar,Restoranlar,Parklar var çox elverişli yerdedir.Xahiş Olunur Real Alıcılar Narahat Etsin. Ofis Haqqı 1% Təşkil Edir.",48,"Nərimanov r.
",,,,
1621336,2021-09-21,Köhnə tikili,7 / 9,54 m²,2,var,94 000AZN,vasitəçi (agent),"8-ci MKR.Naxcivani kucesi Bazarstore supermarketden ve Tergul ticaret merkexinden 100-metr irelide.9-mertebeli leninqrad layihesinin 7-ci mertebesi 2-otag orta blokda yerlesen menzil tecili satilir.Menzilin merkezi istilik sistemi movcuddur.Senedleri qaydasindadir çixaris(kupçadir) ve qeydiyatda hec kim yoxdur.Bina yelcekendir ve boyuk heyeti var.Hazirda menzilde kirayekes qalir(bos veziyetde verilib 300 AZN)Menzilin qiymeti 92000 AZN.Ofis haqqi xidmet alici terefinden 1% teskil edir.
09:00-23:00 buyurub zeng ede bilersiz.",23,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,
1570290,2021-09-21,Yeni tikili,4 / 7,72 m²,2,var,135 000AZN,vasitəçi (agent),"45 saylı orta məktəbin yanında, Yeni tikili 7 mərtəbəli binanı 4-cü mərtəbəsində yerləşən, 2 otaqlı, ümumi sahəsi 72 kv/m olan, təmirli mənzil satılır. Qaz, Su və İşıq daimidir. Sənədi Çıxarış (Kupça).",368,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,
1670954,2021-09-21,Yeni tikili,5 / 17,100 m²,3,var,215 000AZN,vasitəçi (agent),"✔""Araz2011"",yeni bina
✔Nərimanov metrosuna yaxın,Bank Respublikanın arxası
✔ 2 otaqlı mənzil 3 otağa düzəlib,heçbir otağa əl dəyilməyib,3-cü otaq,kalidorun hesabına yaradılıb,içərisində şkaf yığılıb və 2 çarpayıda yerləşir.
✔Yeni təmir,bambuk parklet,kombi sistem,isti pol və.s
✔kupça,Qaz,sürətli lift,avtopark və s.
",422,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,
1825257,2021-09-21,Yeni tikili,9 / 14,100 m²,3,yoxdur,148 000AZN,vasitəçi (agent),"Bakıxanov qəs N.İsmayılov küçəsi AYGUN CİTY ticarət mərkəzi və ASAN XİDMƏTin  yaxınlığında yeni tikili binanın 9/14 mərtəbəsində sahəsi 100 kv.m 3 otaqlı (tam 3 otaq) mənzil satılır.Mənzilin isitmə sistemi kombidir və 2 sanqovşağı var.  Binanın sürətli iftləri, 24 saat mühafizə olunan, geniş,təmiz həyəti var. Yaxınlıqda  orta məktəb,uşaq baxçası,supermarket, Xəstəxana,restoran,avtobus dayanacağı,park və s fəaliyyət göstərir. Real alıcılar Ətraflı məlumat üçün zəng edə bilər. Qiyməti 148000 azn (ofis haqqi 1%)",37,"Sabunçu r.
"," Bakıxanov q.
",,,
2231710,2021-09-21,Yeni tikili,13 / 17,100 m²,3,yoxdur,238 000AZN,vasitəçi (agent),"✔ 2 otaqlı mənzil 3 otağa gözəl zövq və dizaynla çevrilib.
✔Bütün əşyalar mənzildə qalır,yeni təmir,yeni əşyalar.
✔Panorama şəhərə və dənizə
✔2 Sanuzel,isti pol,kombi sistem,banbuk parket
✔Tam yaşayışlı bina,Qaz,su,işıq daimi
✔Pilot layihədir,kupça yaxın vaxtlarda veriləcək
✔Ünvan:Nərmanov metrosunun  çıxışı,Metro Parkın qarşısı  ""RAHATLIĞIN MƏKANI"" Gold Mtk
",674,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,
2237113,2021-09-21,Köhnə tikili,2 / 5,60 m²,2,var,109 000AZN,vasitəçi (agent),Nerimanov rayonu Tebriz kucesi Dish poliklinikasina Nerimanov metrosuna yaxin 5\2 NEMKA 60 kvm saheli 2 otaqli menzil satilir.Istilik sistemi var Otaqlar RAZDEL-dir.Qaz su ishiq daimi.Alib 500 manata kiraye vermek olar.Sened Kupca.Alici terefinden firmaya 1% odenilir,43,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,
2237780,2021-09-21,Yeni tikili,10 / 16,98 m²,2,yoxdur,145 000AZN,vasitəçi (agent),"E X S K L U Z I V     teklif  bu qiymete menzil yoxdur Qara Qarayev metrosu 16-mertebenin 10 cu mertebesi 2-otaqli sahesi 98 kv metr olan menzil 145000 azn satilir Senedi muqavile menzil teze temir olunub shehere teref aciq panaramasi var menzil super tam temir olunub bezi eshyalari qalacaq qazli bina ve yashayishli bina
",19,"Qara Qarayev m.
"," Nizami r.
",,,
2354928,2021-09-21,Köhnə tikili,5 / 9,90 m²,3,var,115 000AZN,vasitəçi (agent),"Cox Cox Tecili Qazli kupcali ipotekaya yararli.. Bineqedi r. 9 cu mkr. Hemze Babasov k 26 ve18 nomreli avtobus dayanacaginda  lelinqrad layiheli 9 mertebeli binanin 5 ci mertebesinde orta blokda radnoy 3 otaqli ela temirli menzil satilir.Qaz isiq su daimidi..istilik merkezidir.. menzil cox elverisli yerde yerlesir . baxca mekteb, park super marketler bir sozle lazimi olan butun infrastruktlar movcutdur. real aliciya endirim olunacaq.. real alicilar elaqe saxlaya biler..Ofis haqqi 1 %",435,"Nəsimi m.
"," Binəqədi r.
"," 9-cu mikrorayon q.
",,
2227655,2021-09-21,Yeni tikili,12 / 18,58 m²,2,var,159 000AZN,vasitəçi (agent),"✔""Dostluq-V MMC""
✔1 otaqlıdan , 2 otağa gözə birşəkildə çevrilmiş mənzil.
✔Nərimanov metrosunun çıxışı,ən gözəl Elitni binalardan birinciləri sırasındadır
✔Yüksək kefiyyətli tikinti standartları,Sürətli liftlər,geniş həyət,2 mərtəbə avtodayancaq,Təmiz bloklar
✔Super təmirli məzildir,kombi sistem,isti pol,Zambaiti aboylar və.s
✔Alqı-satqı zamanı 1% ""Əmlakçı Ofisinə"" xidmət haqqı olaraq nəzərdə tutulur",266,"Nərimanov r.
",,,,
2249648,2021-09-21,Köhnə tikili,2 / 9,50 m²,2,var,65 000AZN,vasitəçi (agent),"Tecili Qazli Kupcali ipotekaya yararli...Bineqedi r,9 cu Mkr Adil Memmedovda  Leninqrad layiheli 9 mertebeli binanin 2-ci mertebesinde radnoy 1 otaqdan 2 otaq duzelme super temirli menzil satılır.qaz isiq su daimidi..Merkezi isdilik movcutdur..Menzilin yaxininda bacxa mekteb xestxana super marketler bir sozle lazimi olan butun infrastruktur movcutdur. real aliciya endirim olunacaq..ofis Haqqi 1%",501,"Binəqədi r.
"," 9-cu mikrorayon q.
",,,
2354924,2021-09-21,Yeni tikili,9 / 11,178 m²,4,var,450 000AZN,vasitəçi (agent),"✔Supper təmirli mənzil
✔Qağayı mtk
✔Əşyalı satılır,Mebellər qalır
✔Sumax restoranın üstü,Xətai metrosuna yaxın
✔Kupça ,Qaz",214,"Şah İsmayıl Xətai m.
"," Xətai r.
",,,
2287513,2021-09-21,Yeni tikili,11 / 17,100 m²,3,var,145 000AZN,vasitəçi (agent),"TECILI SATILIR 

NESIMI RAYONU

 8 noyabr metrosunun yani nesimi mehkemesi ile uzbe uz yeni tikilinin 11 ci mertebesinde super temirli 3 otag (2 den 3e idial cevrilmis her otaga pencere dusur metbexede ) menzil satilir bina cox el verisli yerde yerlesir etrafinda mekteb baxca marketler var en esasida metroya yaxin bu erazide bele temirde bu qiymetde menzil yoxdu tecili pul lazim oldugu ucun satilir QIYMET SONDU XAIS OLUNUR QIYMETE GORE NARAHAT ETMEYIN VE ASAGI SALMAG CALISMAYIN SON QIYMET 145 MINDI

 SIRKETIN XIDMET HAQQI 1%",42,"20 Yanvar m.
"," 8 Noyabr m.
"," Nəsimi r.
"," 3-cü mikrorayon q.
",
2293360,2021-09-21,Yeni tikili,8 / 17,120 m²,3,var,265 000AZN,vasitəçi (agent),"✔TƏCİLİ !!!
✔Supper təmirli mənzil,demək olar
yaşayış olmayıb,az yaşayış.
✔Heydər Əliyev Mərkəzinə,gün çıxan
istiqamətinə gözəl panoraması var.
✔Otaqlar geniş və kvadratdır,35 kv.m zal...parket,bahalı
aboylar.
✔Bütün əşyalar mənzildə qalır,4
kondisoner,paltaryuyan,televizor,soyducu,2 divan,yataq mebelləri,kombi sistem,və s...avadanlıqar orginal firma mallarıdır.Demək olar yendir.
✔3 otaq,118 kv.m,8/16 mərtəbə
✔N.Nərimanov m/s-a 5 dəqiqəliq məsafə,H.Əliyev Mərkəzinin yanı.

Xidmət olaraq ofisə 1% nəzrədə tutulur.",73,"Nərimanov r.
",,,,
2354921,2021-09-21,Yeni tikili,16 / 16,91 m²,2,yoxdur,132 000AZN,vasitəçi (agent),Nerimanov rayonu Metroparkin yani 16 mertebeli binanin16 ci mertebesinde yerlewen 91 kv.m sahesi olan 2 otaqli menzil satilir.Elave melumat ucun elaqe saxlaya bilersiz.,37,"Nəriman Nərimanov m.
"," Nəriman Nərimanov parkı 
"," Nərimanov r.
",,
2354919,2021-09-21,Köhnə tikili,4 / 10,50 m²,2,var,81 000AZN,vasitəçi (agent),"Nerimanov rayonu , Fətəli xan Xoyski kucesi,Genclik m/s,Genclik sadliq sarayi arxasi , 10 mertebeli binanin 4 mertebesi Eksperimental DAŞ layiheli umumi sahesi 50kv/m olan , 1 otagli 2 otagliya deyisilmis menzil satilir , kombi var , Menzilin heyeti yeni temir olunub(yeni lift) (futbol meydancasi ,usaqlar uchun oyun meydancasi,isiq direkleri,mesq aletleri,qazon ,asfalt ,oturacaqlar(besedka) parking ,7/24 tehlukesizlik kameralari (HAL HAZIRDA UZUN MUDETLI KIRAYECHI QALIR 350 AZN) ALICI TƏRƏFİNDƏN FİRMAYA 1% ÖDƏNİLİR. ",600,"Respublika stadionu 
"," Gənclik m.
"," Azərbaycan turizm institutu 
"," Nərimanov r.
",
2354918,2021-09-21,Yeni tikili,11 / 18,65 m²,2,yoxdur,97 000AZN,vasitəçi (agent),"ƏLA TƏKLİF !!! ELİT KOMPLEKS !!!

Nərimanov rayonunda Metroparkın yaxınlığında 2 otaqlı podmayak mənzil satılır.Mənzil radnoy 1 otaq olub 2 otağa peredelka edilmişdir.Binada 24 saat mühafizə 2 sürətli lift yeraltıqarajı var.Real alıcılar narahat etsin...

OFİSİN XİDMƏT HAQQI 1% TƏŞKİL EDİR !!!",59,"Nəriman Nərimanov m.
"," Nərimanov r.
",,,
2330334,2021-09-21,Yeni tikili,8 / 11,63.4 m²,2,yoxdur,119 000AZN,mülkiyyətçi, 4 mikr  Istikbal mebelin arxasi Ev butun əşyaları ilə satlir,676,"Memar Əcəmi m.
"," Nəsimi r.
"," 4-cü mikrorayon q.
",,
2354914,2021-09-21,Yeni tikili,5 / 7,330 m²,6,var,340 000AZN,vasitəçi (agent),"TƏCİLİ SATILIR...
TRİPLEKS MƏNZİL...DƏYƏRİNDƏN UCUZ!!!

QAZ+KUPÇA !!

Bİna: Mamedin binaları (Aqlaylı)
Mərtəbəsi: 5/5 mərtəbə
Otaq sayı: 6 otaqlı
Ümumi sahəsi: 330 m²
Ünvan: Su İdman sarayının qarşısı, Bulvar

Mənzil 5 mərtəbəli aqlay üzlü yeni tikili kompleksdə yerləşir. 3 mərtəbəli (tripleks) mənzildir. Əla təmirlidir. Yaşayış üçün təmir olunub. Bahalı əşya və avadanlıqlarla təmin edilib. 90% əşyalı satılır. 50 m²-lik zal, 4 yataq otağı, idman otağı, ofis otağı, 3 sanuzel və mətbəxdən ibarətdir. 2 kombi sistemi və isti döşəmə ilə təchiz olunub. Qaz, su, işıq daimidir. Əlavə olaraq 1 tonluq ehtiyat su çəni var. Qiymətdə razılaşmaq olar. Daha ətraflı məlumat üçün əlaqə saxlaya bilərsiniz.",36,"Səbail r.
"," Bayıl q.
",,,
2354913,2021-09-21,Yeni tikili,15 / 16,320 m²,6,var,630 000AZN,vasitəçi (agent),"Təcili Satılır..28 May metrosunun yaxınlığında Mirəli Qaşqay küçəsində yerləşən müasir dövrün etalonu sayılan Afkom plazada 15 mərtəbənin 15ci mərtəbəsində ümumi sahəsi 320 kv m olan 6 otaqlı penthose mənzil satılır..Mənzil kupçalı,ƏLA TƏMİRLİdir..Geniş dəniz mənzərəli,mərmərlə döşənmiş terrası var.Bina daima 24 saat mühafizə olunur..",271,"Dostluq kinoteatrı 
"," Zoopark 
"," Koala parkı 
"," Nəsimi r.
",
2354911,2021-09-21,Köhnə tikili,3 / 9,50 m²,2,var,115 000AZN,vasitəçi (agent),"Mərkəzdə, S. Vurğun bağının yanında 1 otaq 2 otağa düzəldilmiş mənzil satılır. 3/9, sahəsi 50 kv.m. Əla təmirli. Lift var. Mühafizə. Parkinq. 

Продаётся 1 переделанная в 2-х комнатную квартиру в Центре около садика С. Вургуна. 3/9, площадь 50 кв.м. отличный ремонт. Круглосуточная охрана, лифт. Парковка. Развитая инфраструктура. 
",34,"Səməd Vurğun parkı 
"," 28 May m.
"," Nəsimi r.
",,
2354909,2021-09-21,Yeni tikili,12 / 20,350 m²,5,var,600 000AZN,vasitəçi (agent),"Kateqoriya	Yeni tikili
Mərtəbə	12 / 20
Sahə	350 m²

Dostluq kinoteatrıKoala parkıNəsimi bazarıZooparkNəsimi r.
MapÜnvan: Bakı şəhəri, Azadlıq prospekti
Nəsimi rayonu, 28 may metrosu yaxınlığında Azadlıq prospektində müasir tərzin yeni etalonu sayılan yüksək keyfiyyətlə inşa edilmiş və QAZLA təmin olunmuş yeni tikili elit yaşayış kompleksində 20 mərtəbəli binanın 12-ci mərətbəsində 5 otaqlı SUPER TƏMİRLİ mənzil satılır. Ümumi sahəsi 350 kv-dır..m. Geniş, hündür tavanlı otaqlar, plastik pəncərələr.., səssiz, sürətli liftləri, yeraltı dayanacağı, 24 saat mühafizə xidməti, avto parkinqi... Əlverişli, rahat, geniş infrastruktura malikdir. Mənzilin gözəl layihəsi var, xoll, geniş və işıqlı otaqlar. Daimi isti və soyuq su təchizatı.
Yaşayış kompleksi böyük yeralti qarajla, mərmər blok, 2 ədəd sürətli liftlərlə təchiz edilmisdir. Kompleksdə ən son dünya standartlarına uyğun Fitness və SPA mərkəzi, gözəllik salonu müasir kafe və restoranlar, övladlarınızın təhlükəsizliyini tam təmin edə biləcək uşaq bağçası və idman meydançası var. Ətrafında park, orta məktəb, supermarket, avtobus dayanacagı, metrosu var. Daimi video təhlükəzlik nəzarət sistemi var.",503,"Neft Akademiyası 
"," 28 May m.
"," Bakı Musiqi Akademiyası 
"," Milli Konservatoriya 
"," Nəsimi r.
"
2354907,2021-09-21,Yeni tikili,5 / 16,152 m²,4,var,212 800AZN,vasitəçi (agent),"Serq bazarina yaxin genis heyeti olan binada radnoy 4 otaq qazli, kupcali pod mayak menzil satilir.
1 kvm - 1400 manat.
Ister neqd istersede ipoteka satisina uyqundur
Binanin yeralti qaraji var. 
Vatsapdada yaza bilersiniz. ",699,"Şərq bazarı 
"," Nərimanov r.
",,,
2354906,2021-09-21,Köhnə tikili,8 / 9,90 m²,3,var,145 000AZN,vasitəçi (agent),Bineqedi rayonu 8 ci mkr Azadliq prospekdi heyetinde parki ve yasilligi olan lelinqrad layiheli 9 mertebeli binanin 8 ci mertebesinde umumi sahesi 92kv.molan 3 otaqli ela temirli menzil satilir menzil orta blokda orta mertebede yerlesir qazi suyu isigi daimidir ve isdilik sistemi kombidir dehliz ve hamam tualet isdi doseme iledir (isdi pol) menzilde temirden soram az yasayis olub blokda menzile aid qladofqasi var blokun qapisi kodladir hemcinin damafonla.teze lift qurasdirilib 24 saat fasilesiz isleyir binanin heyetinde sakinlerin vu usaqlarin isdiraheti ucun cox elverisli seraiti var yuksey seviyeli heyetdir genis parkofqasi var azadliq metrosuna ayaqla 5 deyqeliy meseafe heryere marsurut var menzilin senedi kupcadir. XİDMET HAQQİ 1%,271,"Azadlıq Prospekti m.
"," Binəqədi r.
"," 8-ci mikrorayon q.
",,
2354904,2021-09-21,Yeni tikili,6 / 7,140 m²,3,var,263 000AZN,vasitəçi (agent),"Genclikde Kecmis Teymur Eliyev kucesinde Indiki Memmed Araz kucesinde skvaznoy menzil satilir.
Menzil skackaya baxir, onu aciqdir. 
Son derece yuksek temirdir.
2 sanqovsaqi var. 
Biri xollda digeri yataq otaqinda.
Temir zamani bezi materiallar xaricden getizdirilib.
Butun mebel ve texnika menzilde qalir.
Menzilde 1200 manata icareci var.
Qiymetde simvolik endirim ola biler.
Menzilin ayrica yeralti qarajida var.
Qaraj qiymete daxil deyil.
Menzilin kupcasi eldedir ve girovda deyil.
Ister ipoteka ile istersede neqd alqi - satqiya hazirdir. 
Ayrica qaraj 20.000 manatdir.",2439,"Neftçi bazası 
"," Nərimanov r.
",,,
